 INDEX;LOCATOR;TYPE;C;NAME                          ;LAT   ;LON    ;ELEV;DD.MM.YYYY HH:mm;DIR;K; FF; FG;G1h;G10; FX;FX1;FFM;  TL;  TD;  T5;  TX;  TN; TX6; TN6; TX1; TN1; TN5;  TW;Tsfc;T-05;T-10;T-20;T-50;T-1m; RR6h;   QFE;   QFF; QNH;  AP;A;www;960;961;962;963;           MetarWX;W1;W2;     WWZ; LTNG; VIS;COV;N;L;HLC;   ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;     PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;  VFOG;   RR;TR;RR10m; RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;  HW;PW;DW1; HW1;P1;DW2; HW2;P2;  HS;PS;I;B;
172460;      /;SYNO;R;Karaman                       ;N37 12;E033 13;1023;17.11.2015 06:00;  0;/;  0; 15;  /;  /;  /;  /;  /;  73;  -9;   /;   /;  29;   /;   /;   /;   /; -10;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  10;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SCT;4;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 438; /;  /;1193;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
172410;      /;SYNO;R;Isparta/Suleyman Demirel      ;N37 51;E030 22; 870;17.11.2015 06:00;330;/; 62;  /;  /;  /;  /;  /;  /; 103;   3;   /;   /;  42;   /;   /;   /;   /;  10;   /;   /;   /;   /;   /;   /;   /;    /;     /;1016.8;   /;  13;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SKC;0;0;  /;        /;     /;     /;     /;     /;SKC;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /;1362; /;  /; 431;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
172400;      /;SYNO;R;Isparta                       ;N37 45;E030 33; 997;17.11.2015 06:00;330;/; 10; 67;  /;  /;  /;  /;  /; 102;   2;   /;   /;  49;   /;   /;   /;   /;  10;   /;   /;   /;   /;   /;   /;   /;    /;     /;1017.4;   /;  15;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SKC;0;0;  /;        /;     /;     /;     /;     /;SKC;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 480; /;  /;1202;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
172390;      /;SYNO;R;Aksehir                       ;N38 21;E031 25;1002;17.11.2015 06:00;  0;/;  0; 15;  /;  /;  /;  /;  /;  88;   5;   /;   /;  49;   /;   /;   /;   /; -10;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  11;3;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;FEW;1;1;  /;        /;     /;     /;     /;     /;FEW;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 468; /;  /;1072;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
172190;      /;SYNO;R;Izmir/Adnan Menderes          ;N38 16;E027 09; 120;17.11.2015 06:00;340;/; 82;103;  /;  /;  /;  /;  /; 146;  50;   /;   /; 120;   /;   /;   /;   /; 100;   /;   /;   /;   /;   /;   /;   /;    /;     /;1018.1;   /;  16;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SKC;0;0;  /;        /;     /;     /;     /;     /;SKC;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 324; /;  /; 950;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171950;      /;SYNO;R;Kayseri/Erkilet               ;N38 49;E035 26;1054;17.11.2015 06:00;230;/; 31; 51;  /;  /;  /;  /;  /;  80;  13;   /;   /;   1;   /;   /;   /;   /; -10;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   9;1;  5;  /;  /;  /;  /;                HZ; /; /;       /;    /;   /;BKN;6;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 114; /;  /;1181;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171500;      /;SYNO;R;Balikesir                     ;N39 37;E027 55; 102;17.11.2015 06:00;  0;/;  0; 26;  /;  /;  /;  /;  /;  42;  31;   /;   /;  18;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1022.2;   /;  17;2; 10;  /;  /;  /;  /;                BR; /; /;       /;    /;   /;SCT;4;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 174; /;  /; 561;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171300;      /;SYNO;R;Ankara/Central                ;N39 57;E032 53; 891;17.11.2015 06:00; 50;/; 05; 21;  /;  /;  /;  /;  /;  63;  22;   /;   /;  36;   /;   /;   /;   /;  10;   /;   /;   /;   /;   /;   /;   /;    /;     /;1020.6;   /;  15;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SKC;0;0;  /;        /;     /;     /;     /;     /;SKC;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 210; /;  /; 850;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171280;      /;SYNO;R;Ankara/Esenboga               ;N40 07;E033 00; 959;17.11.2015 06:00;130;/; 10; 51;  /;  /;  /;  /;  /;  34;   5;   /;   /;  -1;   /;   /;   /;   /; -20;   /;   /;   /;   /;   /;   /;   /;    /;     /;1021.9;   /;  16;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SKC;0;0;  /;        /;     /;     /;     /;     /;SKC;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 336; /;  /; 306;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171240;      /;SYNO;R;Eskisehir/Air Base            ;N39 47;E030 35; 786;17.11.2015 06:00;  0;/;  0; 21;  /;  /;  /;  /;  /;  57;  27;   /;   /;  17;   /;   /;   /;   /;  10;   /;   /;   /;   /;   /;   /;   /;    /;     /;1021.6;   /;  15;2; 10;  /;  /;  /;  /;                BR; /; /;       /;    /;   /;SCT;3;2;  /;        /;     /;     /;     /;     /;FEW;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 240; /;  /; 775;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171180;      /;SYNO;R;Yenisehir                     ;N40 14;E029 32; 238;17.11.2015 06:00;160;/; 21;  /;  /;  /;  /;  /;  /;  66;  60;   /;   /;  34;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1021.5;   /;  14;2; 10;  /;  /;  /;  /;                BR; /; /;       /;    /;   /;BKN;5;2;  /;        /;     /;     /;     /;     /;FEW;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 132; /;  /; 557;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171160;      /;SYNO;R;Bursa                         ;N40 11;E029 04; 100;17.11.2015 06:00;110;/; 05; 26;  /;  /;  /;  /;  /;  96;  90;   /;   /;  76;   /;   /;   /;   /;  50;   /;   /;   /;   /;   /;   /;   /;    /;     /;1022.5;   /;  18;2; 10;  /;  /;  /;  /;                BR; /; /;       /;    /;   /;BKN;5;3;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /;  84; /;  /; 670;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171150;      /;SYNO;R;Bandirma                      ;N40 19;E027 58;  42;17.11.2015 06:00; 60;/; 51;113;  /;  /;  /;  /;  /; 130;  94;   /;   /;  66;   /;   /;   /;   /;  60;   /;   /;   /;   /;   /;   /;   /;    /;     /;1021.9;   /;  22;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;6;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 186; /;  /; 624;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
171120;      /;SYNO;R;Canakkale                     ;N40 08;E026 24;   6;17.11.2015 06:00; 40;/; 36; 67;  /;  /;  /;  /;  /; 137; 103;   /;   /; 100;   /;   /;   /;   /;  80;   /;   /;   /;   /;   /;   /;   /;    /;     /;1021.9;   /;  18;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SCT;4;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 312; /;  /; 938;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170990;      /;SYNO;R;Agri                          ;N39 44;E043 03;1632;17.11.2015 06:00;230;/; 36; 67;  /;  /;  /;  /;  /;  44;  11;   /;   /;  37;   /;   /;   /;   /;  30;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   8;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;7;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 162; /;  /; 448;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170980;      /;SYNO;R;Kars                          ;N40 33;E043 05;1795;17.11.2015 06:00;330;/; 93;134;  /;  /;  /;  /;  /;  27; -51;   /;   /;  27;   /;   /;   /;   /;  10;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  18;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;6;6;  /;        /;     /;     /;     /;     /;BKN;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 168; /;  /; 950;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170960;      /;SYNO;R;Erzurum                       ;N39 57;E041 10;1758;17.11.2015 06:00;340;/; 51; 87;  /;  /;  /;  /;  /;  38; -37;   /;   /;  33;   /;   /;   /;   /;  30;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  12;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;6;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 402; /;  /; 377;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170920;      /;SYNO;R;Erzincan                      ;N39 42;E039 31;1154;17.11.2015 06:00;120;/; 62;  /;  /;  /;  /;  /;  /;  89;  38;   /;   /;  50;   /;   /;   /;   /;  40;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  11;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;6;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 402; /;  /;1298;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170880;      /;SYNO;R;Gumushane                     ;N40 28;E039 28;1219;17.11.2015 06:00;240;/; 67;159;  /;  /;  /;  /;  /;  35; -16;   /;   /;  35;   /;   /;   /;   /;  20;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  24;2; 21;  /;  /;  /;  /;              RERA; /; /;       /;    /;   /;OVC;8;5;  /;        /;     /;     /;     /;     /;BKN;       /;      /;      /;      /;      /;     /;   ~0;12;    /;    /; /;    0;   /;  /;  /; /; /; 276; /;  /; 733;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170860;      /;SYNO;R;Tokat                         ;N40 18;E036 34; 608;17.11.2015 06:00;100;/; 31; 67;  /;  /;  /;  /;  /;  84;   6;   /;   /;  83;   /;   /;   /;   /;  60;   /;   /;   /;   /;   /;   /;   /;    /;     /;1018.8;   /;  26;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;6;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 438; /;  /;1076;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170770;      /;SYNO;R;Karabuek Kapullu              ;N41 14;E032 38; 485;17.11.2015 06:00;200;/; 10; 46;  /;  /;  /;  /;  /;  72;  41;   /;   /;  27;   /;   /;   /;   /;  10;   /;   /;   /;   /;   /;   /;   /;    /;     /;1022.8;   /;  21;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SCT;3;3;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    2;12;    /;    /; /;  1.5;   /;  /;  /; /; /; 234; /;  /;1725;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170740;      /;SYNO;R;Kastamonu                     ;N41 22;E033 47; 800;17.11.2015 06:00;200;/; 15; 31;  /;  /;  /;  /;  /;   3;  -6;   /;   /;  -5;   /;   /;   /;   /; -30;   /;   /;   /;   /;   /;   /;   /;    /;     /;1022.8;   /;  15;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SKC;0;0;  /;        /;     /;     /;     /;     /;SKC;       /;      /;      /;      /;      /;     /;  0.2;12;    /;    /; /;  0.2;   /;  /;  /; /; /; 342; /;  /; 871;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170700;      /;SYNO;R;Bolu                          ;N40 44;E031 36; 743;17.11.2015 06:00; 50;/; 10; 21;  /;  /;  /;  /;  /;  49;  27;   /;   /;  47;   /;   /;   /;   /;  20;   /;   /;   /;   /;   /;   /;   /;    /;     /;1022.9;   /;  18;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;SCT;4;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /;  66; /;  /; 502;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170600;      /;SYNO;R;Istanbul/Ataturk              ;N40 58;E028 49;  33;17.11.2015 06:00; 80;/; 41; 93;  /;  /;  /;  /;  /; 139;  71;   /;   /; 123;   /;   /;   /;   /;  90;   /;   /;   /;   /;   /;   /;   /;    /;     /;1023.0;   /;  15;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;6;6;  /;        /;     /;     /;     /;     /;BKN;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 150; /;  /; 737;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170560;      /;SYNO;R;Tekirdag                      ;N40 59;E027 33;   3;17.11.2015 06:00; 30;/; 21; 57;  /;  /;  /;  /;  /; 127;  90;   /;   /; 121;   /;   /;   /;   /;  90;   /;   /;   /;   /;   /;   /;   /;    /;     /;1023.2;   /;  14;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;5;3;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    0;12;    /;    /; /;    /;   /;  /;  /; /; /; 258; /;  /; 716;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170400;      /;SYNO;R;Rize                          ;N41 02;E040 31;   9;17.11.2015 06:00;290;/; 15;103;  /;  /;  /;  /;  /; 119;  60;   /;   /; 109;   /;   /;   /;   /; 100;   /;   /;   /;   /;   /;   /;   /;    /;     /;1022.5;   /;  39;2; 25;  /;  /;  /;  /;            RESHRA; /; /;       /;    /;   /;BKN;7;4;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    4;12;    /;    /; /;  3.5;   /;  /;  /; /; /; 324; /;  /; 871;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
170260;      /;SYNO;R;Sinop                         ;N42 02;E035 10;  32;17.11.2015 06:00;  0;/; 57;139;  /;  /;  /;  /;  /; 104;  51;   /;   /; 101;   /;   /;   /;   /;  80;   /;   /;   /;   /;   /;   /;   /;    /;     /;1022.8;   /;  22;2;  2;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;BKN;5;3;  /;        /;     /;     /;     /;     /;SCT;       /;      /;      /;      /;      /;     /;    1;12;    /;    /; /;  1.6;   /;  /;  /; /; /; 336; /;  /; 808;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
109080;      /;SYNO;S;Feldberg/Schwarzwald          ;N47 52;E008 00;1490;17.11.2015 06:00;220;/;165;  /;  /;  /;  /;  /;  /;  40;  40;  40;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  -9;5;161;  /;  /;  /;  /;               -RA; /; /;       /;    /; 0.1;OVC;8;/;  /;        /;     /;     /;     /;     /; 00;       /;      /;      /;      /;      /;     /;    2;12;    /;  0.2; /;  1.6;   /;  0;  /; /; /;   /; 0;  /;   /;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
108180;      /;SYNO;S;Klippeneck                    ;N48 06;E008 45; 975;17.11.2015 06:00;230;/; 65;  /;  /;  /;  /;  /;  /;  70;  57;  70;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;  -8;8;123;  /;  /;  /;  /;              RERA; /; /;       /;    /;  30;FEW;1;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;   ~0;12;    /;   ~0; /;   ~0;   /;  0;  /; /; /;   /; 0;  /;   /;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
103050;      /;SYNO;S;Lingen                        ;N52 31;E007 18;  23;17.11.2015 06:00;200;/; 09;  /;  /;  /;  /;  /;  /; 106; 103; 102;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1005.1;   /; -21;6;161;  /;  /;  /;  /;               -RA; /; /;       /;    /;   /;OVC;8;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    3;12;    /;  0.9; /;  4.1;   /;  /;  /; /; /;   /; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
102810;      /;SYNO;S;Trollenhagen                  ;N53 36;E013 18;  69;17.11.2015 06:00;180;/; 40;  /;  /;  /;  /;  /;  /;  99;  93;  92;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1005.5;   /; -20;8;161;  /;  /;  /;  /;               -RA; /; /;       /;    /;   /;OVC;8;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    1;12;    /;  0.1; /;  2.3;   /;  /;  /; /; /;   /; 0;  /;   /;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
102700;      /;SYNO;S;Neuruppin                     ;N52 54;E012 48;  38;17.11.2015 06:00;200;/; 44;  /;  /;  /;  /;  /;  /;  99;  94;  94;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1007.1;   /; -20;8;161;  /;  /;  /;  /;               -RA; /; /;       /;    /;   8;OVC;8;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    1;12;    /;  0.3; /;  1.8;   /;  /;  /; /; /;   /; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
101520;      /;SYNO;S;Pelzerhaken                   ;N54 05;E010 53;   2;17.11.2015 06:00;230;/; 48;  /;  /;  /;  /;  /;  /;  96;  81;  87;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1003.6;   /; -18;8;161;  /;  /;  /;  /;               -RA; /; /;       /;    /;   /;BKN;7;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    1;12;    /;  0.6; /;  1.5;   /;  0;  /; /; /;   /; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
101420;      /;SYNO;S;Itzehoe                       ;N53 59;E009 34;  26;17.11.2015 06:00;230;/; 31;  /;  /;  /;  /;  /;  /;  94;  86;  87;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1003.5;   /; -16;8;123;  /;  /;  /;  /;              RERA; /; /;       /;    /;  22;OVC;8;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    1;12;    /;   ~0; /;  2.3;   /;  /;  /; /; /;   /; 0;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;62087  ;BUOY;/;BUOY                          ;N54 42;E006 48;dv/1;17.11.2015 06:00;240;/;110;  /;  /;  /;  /;  /;  /; 112;  83;   /;   /;   /;   /;   /;   /;   /;   /; 126;   /;   /;   /;   /;   /;   /;    /;     /; 999.8;   /; -23;7;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;62086  ;BUOY;/;BUOY                          ;N55 00;E006 24;dv71;17.11.2015 06:00;250;/;120;  /;  /;  /;  /;  /;  /; 112;  79;   /;   /;   /;   /;   /;   /;   /;   /; 131;   /;   /;   /;   /;   /;   /;    /;     /; 999.3;   /; -15;7;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
075910;      /;SYNA;/;Embrun                        ;N44 34;E006 30; 871;17.11.2015 06:00;  0;/;  0; 52; 41;  0;  /;  /;  /;  24; -37; -22; 109;  24;   /;   /;  34;  24;   /;   /;   /;   /;  70;  87; 100; 117;    0; 921.6;  1523;   /;   5;3;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  20;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    0;12;    /;    0; /;    0;   /;  0;  /; /; /; 477; 0;  /; 907;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
070720;      /;SYNA;/;Reims-Prunay                  ;N49 13;E004 10;  95;17.11.2015 06:00;220;/; 65;142;134; 99;  /;  /;  /; 139; 119; 126; 139; 128;   /;   /; 139; 135; 114;   /;   /;   /; 119; 119; 122; 128;  0.8;1001.3;1012.6;   /;  -7;6;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  16;OVC;8;8; 20;        /;     /;     /;     /;     /; 20;       /;      /;      /;      /;      /;     /;  0.8;12;    /;   ~0; /;  0.8;   /;  0;  /; /; 2;  48; 0;  /; 306;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
070240;      /;SYNA;/;Cherbourg                     ;N49 39;W001 28; 134;17.11.2015 06:00;240;/;110;208;180;175;  /;  /;  /; 137; 124; 126; 146; 125;   /;   /; 137; 134; 116;   /;   /;   /; 127; 124; 126; 128;  1.4; 993.3;1009.5;   /;   2;3;  0;  /;  /;  /;  /;                 /; /; /;       /;    /;  37;OVC;8;8;  9;        /;     /;     /;     /;     /; 09;       /;      /;      /;      /;      /;     /;  4.4;12;    /;  0.2; /;  5.6;   /;  0;  /; /; 2;  25; 0;  /; 272;   /;   /;   0;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
